DT_DATREF_INFO,PERC_SLAS_CUM
2019-01-03,100.0
2019-01-05,100.0
2019-01-07,90.9090909090909
2019-01-08,90.9090909090909
2019-01-09,94.5945945945946
2019-01-10,92.0
2019-01-11,93.22033898305084
2019-01-14,90.36144578313254
2019-01-15,88.46153846153845
2019-01-16,84.05797101449275
2019-01-17,82.71604938271605
2019-01-18,83.33333333333334
2019-01-19,82.97872340425532
2019-01-21,81.86274509803921
2019-01-23,73.72549019607844
2019-01-24,75.08771929824562
2019-01-25,74.83660130718954
2019-01-26,74.83870967741936
2019-01-27,75.0
2019-01-28,76.16279069767442
2019-01-29,76.16438356164383
2019-01-30,75.64102564102564
2019-01-31,74.00468384074942
2019-02-01,35.714285714285715
2019-02-02,39.39393939393939
2019-02-04,39.39393939393939
2019-02-05,40.0
2019-02-06,44.18604651162791
2019-02-07,48.4472049689441
2019-02-08,51.546391752577314
2019-02-09,51.28205128205128
2019-02-11,51.141552511415526
2019-02-12,54.31654676258992
2019-02-13,54.46428571428571
2019-02-14,57.14285714285714
2019-02-15,58.139534883720934
2019-02-17,58.31578947368421
2019-02-18,58.04701627486437
2019-02-19,56.29032258064516
2019-02-20,48.36363636363637
2019-02-21,47.24324324324324
2019-02-22,45.719661335841955
2019-02-23,45.887850467289724
2019-02-25,41.41647421093148
2019-02-26,41.03703703703704
