DT_DATREF_INFO,PERC_SLAS_CUM
2019-01-02,100.0
2019-01-03,75.0
2019-01-04,80.0
2019-01-07,88.88888888888889
2019-01-08,90.0
2019-01-10,91.66666666666666
2019-01-11,86.20689655172413
2019-01-15,83.78378378378379
2019-01-16,86.27450980392157
2019-01-17,87.5
2019-01-23,86.66666666666667
2019-01-25,80.88235294117648
2019-01-28,78.87323943661971
2019-01-30,77.92207792207793
2019-02-01,83.33333333333334
2019-02-03,85.71428571428571
2019-02-04,90.9090909090909
2019-02-05,80.0
2019-02-06,70.0
2019-02-07,66.66666666666666
2019-02-08,60.71428571428571
2019-02-11,60.60606060606061
2019-02-13,58.536585365853654
2019-02-14,55.55555555555556
2019-02-15,52.94117647058824
2019-02-18,52.83018867924528
2019-02-21,56.666666666666664
2019-02-22,57.57575757575758
2019-02-25,56.41025641025641
2019-02-26,54.32098765432099
