DT_DATREF_INFO,PERC_SLAS_CUM
2019-01-02,71.26436781609196
2019-01-03,72.22222222222221
2019-01-04,71.34502923976608
2019-01-05,72.96037296037296
2019-01-06,74.94600431965442
2019-01-07,75.3448275862069
2019-01-08,74.23398328690809
2019-01-09,74.97034400948992
2019-01-10,73.49027635619242
2019-01-11,73.36814621409921
2019-01-12,73.81729200652528
2019-01-13,74.07407407407408
2019-01-14,74.3993993993994
2019-01-15,74.11273486430062
2019-01-16,73.8796414852753
2019-01-17,73.36561743341404
2019-01-18,73.06818181818183
2019-01-19,73.89428263214671
2019-01-20,73.96672034353193
2019-01-21,73.93535146228835
2019-01-22,73.38164251207729
2019-01-23,72.81683833407972
2019-01-24,72.47357293868922
2019-01-25,72.0688275310124
2019-01-26,72.41647241647242
2019-01-27,72.61538461538461
2019-01-28,72.98787210584344
2019-01-29,73.08510638297872
2019-01-30,72.9089061970877
2019-01-31,73.14694408322497
2019-02-01,78.0701754385965
2019-02-02,78.53403141361257
2019-02-03,78.13953488372093
2019-02-04,79.94011976047905
2019-02-05,79.82646420824295
2019-02-06,78.76712328767124
2019-02-07,77.64227642276423
2019-02-08,77.85467128027682
2019-02-09,78.33511205976521
2019-02-10,78.2010582010582
2019-02-11,78.29827915869981
2019-02-12,77.91199309749784
2019-02-13,78.046875
2019-02-14,78.26086956521739
2019-02-15,78.23800131492439
2019-02-16,78.30788804071247
2019-02-17,78.31858407079646
2019-02-18,78.84841363102232
2019-02-19,79.25646551724138
2019-02-20,79.36350074589757
2019-02-21,79.30069930069929
2019-02-22,78.8183807439825
2019-02-23,78.67740568037304
2019-02-24,78.77000842459984
2019-02-25,78.49293563579278
2019-02-26,76.9607843137255
