DT_DATREF_INFO,PERC_SLAS_CUM
2019-01-02,75.41899441340783
2019-01-03,79.76190476190477
2019-01-04,80.55555555555556
2019-01-05,80.65134099616859
2019-01-06,80.49242424242425
2019-01-07,81.89415041782729
2019-01-08,82.07440811724915
2019-01-09,81.60597572362278
2019-01-10,80.50314465408806
2019-01-11,79.21541637990364
2019-01-12,79.0224032586558
2019-01-13,78.06666666666666
2019-01-14,76.8
2019-01-15,77.28658536585365
2019-01-16,77.38532110091742
2019-01-17,77.41935483870968
2019-01-18,77.13426100037609
2019-01-19,77.05772811918064
2019-01-20,77.11958533876341
2019-01-21,77.08978328173374
2019-01-22,76.96046662346079
2019-01-23,76.93011901129081
2019-01-24,76.96064349324907
2019-01-25,77.25670913526702
2019-01-26,77.19298245614034
2019-01-27,77.20905172413794
2019-01-28,77.40948495665478
2019-01-29,77.38181818181819
2019-01-30,77.3768216516308
2019-01-31,77.49889916336416
2019-02-01,76.17021276595744
2019-02-02,75.50200803212851
2019-02-03,74.13127413127413
2019-02-04,72.95454545454545
2019-02-05,73.01324503311258
2019-02-06,73.1829573934837
2019-02-07,72.77227722772277
2019-02-08,71.98669991687449
2019-02-09,72.19950940310711
2019-02-10,72.35772357723577
2019-02-11,71.86843946815955
2019-02-12,71.53419593345656
2019-02-13,71.33479212253829
2019-02-14,71.17472852912142
2019-02-15,70.0825010855406
2019-02-16,70.17619252256124
2019-02-17,70.25289327046721
2019-02-18,69.04024767801857
2019-02-19,68.52827537759045
2019-02-20,68.16287271561397
2019-02-21,67.8391959798995
2019-02-22,67.01513067400275
2019-02-23,66.95866411168903
2019-02-24,66.93989071038251
2019-02-25,65.62263197777216
2019-02-26,64.26512968299711
