DT_DATREF_INFO,PERC_SLAS_CUM
2019-01-02,95.23809523809523
2019-01-03,97.14285714285714
2019-01-04,93.4065934065934
2019-01-07,95.0
2019-01-08,95.71428571428572
2019-01-09,95.45454545454545
2019-01-10,95.50561797752809
2019-01-11,95.1923076923077
2019-01-14,95.02262443438913
2019-01-15,93.61702127659575
2019-01-16,93.22709163346613
2019-01-17,93.7037037037037
2019-01-18,93.90243902439023
2019-01-21,93.53932584269663
2019-01-22,92.46753246753246
2019-01-23,92.15686274509804
2019-01-24,92.05607476635514
2019-01-29,91.94630872483222
2019-01-30,91.66666666666666
2019-01-31,91.49377593360995
2019-02-01,98.33333333333333
2019-02-04,97.22222222222221
2019-02-05,96.62921348314607
2019-02-06,97.0873786407767
2019-02-07,96.63865546218487
2019-02-08,95.2054794520548
2019-02-09,95.23809523809523
2019-02-10,95.30201342281879
2019-02-11,94.51219512195121
2019-02-12,92.97297297297298
2019-02-13,91.87817258883248
2019-02-14,91.62790697674419
2019-02-15,93.16546762589928
2019-02-18,92.51700680272108
2019-02-19,92.83489096573209
2019-02-20,92.44186046511628
2019-02-22,91.39784946236558
2019-02-25,91.11675126903553
2019-02-26,81.4977973568282
