DT_DATREF_INFO,PERC_SLAS_CUM
2019-01-02,94.07407407407408
2019-01-03,94.79553903345726
2019-01-04,95.85492227979275
2019-01-05,95.95959595959596
2019-01-06,95.98997493734336
2019-01-07,96.38095238095238
2019-01-08,95.73820395738204
2019-01-09,95.0
2019-01-10,94.92833517089305
2019-01-11,95.260663507109
2019-01-12,95.24253731343283
2019-01-13,95.18518518518519
2019-01-14,95.31746031746032
2019-01-15,95.12893982808023
2019-01-16,94.88524590163935
2019-01-17,94.79733817301876
2019-01-18,94.82758620689656
2019-01-19,94.85049833887044
2019-01-20,94.87603305785125
2019-01-21,94.77911646586345
2019-01-22,94.80823199251637
2019-01-23,94.51994739149497
2019-01-24,94.5
2019-01-25,94.64
2019-01-26,94.66560509554141
2019-01-27,94.63434022257552
2019-01-28,94.70149253731344
2019-01-29,94.57723867285051
2019-01-30,94.74916387959867
2019-01-31,94.86356340288926
2019-02-01,94.16058394160584
2019-02-02,94.44444444444444
2019-02-03,94.48275862068965
2019-02-04,93.81107491856677
2019-02-05,93.94618834080718
2019-02-06,93.76026272577997
2019-02-07,94.45876288659794
2019-02-08,94.58288190682556
2019-02-09,94.40860215053763
2019-02-10,94.4206008583691
2019-02-11,94.55216989843028
2019-02-12,94.45364238410596
2019-02-13,94.00584795321637
2019-02-14,92.91747888239115
2019-02-15,93.1629013079667
2019-02-16,93.11764705882352
2019-02-17,93.14988290398126
2019-02-18,92.99568965517241
2019-02-19,92.81078382426361
2019-02-20,92.73820536540241
2019-02-21,91.55536406721241
2019-02-22,90.9568025837707
2019-02-23,91.00040176777823
2019-02-24,90.95638255302121
2019-02-25,88.65826538176427
2019-02-26,87.31604765241767
